DATASET_YR	REPRJ_ID	INUN_ID	CURRENCY_CODE	AP_RECD_1ST_N	AP_ADMT_1ST_N	EN_1ST_N	AP_RECD_1ST_MEN_N	AP_RECD_1ST_WMN_N	AP_ADMT_1ST_MEN_N	AP_ADMT_1ST_WMN_N	EN_1ST_FT_MEN_N	EN_1ST_FT_WMN_N	EN_1ST_PT_MEN_N	EN_1ST_PT_WMN_N	AD_WAIT	AP_RECD_WAIT_N	AP_ACPT_WAIT_N	AP_ADMT_WAIT_N	EN_WAIT_N	AD_OPEN	AD_OPEN_T	AD_PREF	AD_PREF_T	AD_EAD	AD_INTL_BACH	AD_EACT	AD_EDEC	AD_DEFER	AD_HS_REQ_ALL	AD_HS_REQ_SOME	AD_HS_REQ_SOME_T	AP_DL_FRSH_MON	AP_DL_FRSH_DAY	AP_DL_FRSH_I	AP_NOTF_DL_FRSH_MON	AP_NOTF_DL_FRSH_DAY	AP_NOTF_DL_FRSH_I	AP_DL_NRES_MON	AP_DL_NRES_DAY	AP_DL_NRES_I	AP_DL_EDEC_2_MON	AP_DL_EDEC_2_DAY	AP_DL_EDEC_2_I	AP_NOTF_DL_EDEC_2_MON	AP_NOTF_DL_EDEC_2_DAY	AP_NOTF_DL_EDEC_2_I	AP_REPLY_DL_FRSH_MON	AP_REPLY_DL_FRSH_DAY	AP_REPLY_DL_FRSH_T	AP_REPLY_DL_NRES_MON	AP_REPLY_DL_NRES_DAY	AP_REPLY_DL_NRES_T	AP_REPLY_DL_EDEC_1_MON	AP_REPLY_DL_EDEC_1_DAY	AP_REPLY_DL_EDEC_1_T	AP_REPLY_DL_EDEC_2_MON	AP_REPLY_DL_EDEC_2_DAY	AP_REPLY_DL_EDEC_2_T	AP_REPLY_DL_EACT_MON	AP_REPLY_DL_EACT_DAY	AP_REPLY_DL_EACT_T	AP_REPLY_DL_TFER_MON	AP_REPLY_DL_TFER_DAY	AP_REPLY_DL_TFER_T	AP_NOTF_DL_NRES_MON	AP_NOTF_DL_NRES_DAY	AP_NOTF_DL_NRES_I	AP_DL_EDEC_1_MON	AP_DL_EDEC_1_DAY	AP_DL_EDEC_1_I	AP_DL_TFER_MON	AP_DL_TFER_DAY	AP_DL_TFER_I	AP_NOTF_DL_EDEC_1_MON	AP_NOTF_DL_EDEC_1_DAY	AP_NOTF_DL_EDEC_1_I	AP_DL_EACT_MON	AP_DL_EACT_DAY	AP_DL_EACT_I	AP_NOTF_DL_EACT_MON	AP_NOTF_DL_EACT_DAY	AP_NOTF_DL_EACT_I	AP_NOTF_DL_TFER_MON	AP_NOTF_DL_TFER_DAY	AP_NOTF_DL_TFER_I	AP_FEE_RES_D	AP_FEE_NRES_D	AP_FEE_INTL_D	AP_RECD_EDEC_N	AP_ADMT_EDEC_N	AP_RECD_EACT_N	AP_ADMT_EACT_N	EN_EACT_N	AP_COMMON	AP_ELECTRONIC	AD_VIDEO	AD_VIEWBOOK	AD_DIFF_ALL	AD_DIFF_NRES	AD_DIFF_TFER	AD_DIFF_GRP	AD_DIFF_GRP_T	AD_INTL	AD_INTL_TFER	AP_RECD_INTL_N	AP_ADMT_INTL_N	EN_INTL_N	AP_DL_INTL_DAY	AP_DL_INTL_MON	AP_DL_INTL_I	AD_INTL_FALL	AD_INTL_SPRI	AD_INTL_SUMM	AD_INTL_WINT	AD_TOEFL_SCORE	AD_TOEFL_SCORE_ESL	AD_ELS_LVL	AD_TFER_FALL	AD_TFER_WINT	AD_TFER_SPRI	AD_TFER_SUMM	EN_1ST_FT_N	EN_1ST_PT_N	AD_TOEFL_CMPTR_SCORE	AD_TOEFL_CMPTR_SCORE_ESL	AD_TFER_GRADE	AD_TFER_CRDT_2_N	AD_TFER_CRDT_4_N	AD_TFER_CRDT_4_UNIT	AD_TFER_CRDT_2_UNIT	AD_INTL_PREV	AP_RECD_INTL_PREV_N	AP_ADMT_INTL_PREV_N	EN_INTL_PREV_N	AD_INTL_TFER_FA	AD_TOEFL_WAIV	AP_DL_TFER_WINT_MON	AP_DL_TFER_WINT_DAY	AP_DL_TFER_WINT_I	AP_DL_TFER_SPRI_MON	AP_DL_TFER_SPRI_DAY	AP_DL_TFER_SPRI_I	AP_DL_TFER_SUMM_MON	AP_DL_TFER_SUMM_DAY	AP_DL_TFER_SUMM_I	AP_NOTF_DL_TFER_WINT_MON	AP_NOTF_DL_TFER_WINT_DAY	AP_NOTF_DL_TFER_WINT_I	AP_NOTF_DL_TFER_SPRI_MON	AP_NOTF_DL_TFER_SPRI_DAY	AP_NOTF_DL_TFER_SPRI_I	AP_NOTF_DL_TFER_SUMM_MON	AP_NOTF_DL_TFER_SUMM_DAY	AP_NOTF_DL_TFER_SUMM_I	AP_SAT1_ACT_DL_MON	AP_SAT1_ACT_DL_DAY	AP_SAT2_DL_MON	AP_SAT2_DL_DAY	AD_TFER_CLEP_SUBJECT	AD_TFER_CLEP_GEN	AD_TFER_CRDT_DANTES	AD_TFER_CRDT_LEARN	AD_TFER_CRDT_ACPT_YR	AD_TFER_CRDT_ANY_YR	AD_TFER_CRDT_MILITARY	AD_TFER_CRDT_ACE	AD_TFER_CRDT_EXCELSIOR	AD_TFER_CRDT
2018	12	142425													N											N	N		GED					C			C			C																											C						C												C										N																							X		X																																																Y
2018	12	142427																																																																																																																																																																						
2018	12	142430	USD	356	206										N					N		N		N	Y	Y	N	Y	GED					C			C																																				C				12	15		1	15				C	30.00									Y	Y	Y	MOD		MOD																		X		X																																							X					X		N		Y
2018	12	142453	USD	322	186		139	183	78	108					Y					N		N		N	N	N	N	Y	GED					C	8	15	C																																				C												C	25.00									Y	N	Y	MOD		MOD																																																																				
2018	12	142457	USD												N									Y	Y	N	N	Y	GED																																																									80.00									N		Y	MOD		MOD																		X		X																																							X					X				Y
2018	12	142497	USD																																																																																			75.00												NONC																																																																						
2018	12	142504	USD	17	17		9	8	9	8					N					Y		N			N	N	N	Y	GED			8	14				C																																		8	14													C	0.00									N			NONC		NONC																		X		X	X																																										10			N		Y
2018	12	142515																																																																																																																																																																						
2018	12	142521																		Y																																																																																																																																																				
2018	12	142524	USD	36	36		7	29	7	29																																																																												25.00																																																																																		
2018	12	142529	USD	14	12		5	9	4	8					N											N	N		GED					C			C																																				C			C									C	75.00									N	N	N	NONC		NONC																		X	X	X	X																																													N		Y
2018	12	142946	USD												N					Y		N		N		N	N	Y	GED					C																																							C													0.00									Y	N	N	NONC		NONC																																																													X	X						
2018	12	142947	USD												N					Y		N		N		N	N	Y	GED					C																																							C													0.00									Y	N	N	NONC		NONC																																																													X	X						
2018	12	143257	USD												N					Y		N		N	Y	N	N	N	GED								C																																																C	0.00									N	N	N	MIN		NONC																																																																X		N		Y
2018	12	143620																																																																																																																																																																						
2018	12	143622	USD																	Y		N			Y			Y	GED					C			C																																				C												C	0.00									Y	N	Y																					X		X	X																																						X	X	X	X		X		Y		Y
2018	12	143635	USD												N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	40.00									N	Y	N	MOD																				X	X	X	X																																						X				5			Y		Y
2018	12	143636	USD	352			46	306												Y									GED																																																									35.00																																																																																		
2018	12	143723	USD																																																																																			100.00																																																																																		
2018	12	143725													N					N		N		N	N	N	N	N	GED					C			C																																				C												C										N	Y	N	NONC																																																																						
2018	12	143748																																																																																																																																																																						
2018	12	154540	USD												N									N		N	N	Y	GED					C			C																																				C												C	30.00												MIN		MIN	MOD	electronics engineering technology program																X		X	X																																															
2018	12	154737	USD	2141	2141		1096	1045	1096	1045										Y		Y	state residents	N				Y						C			C																																				C												C	0.00									Y	Y	N	NONC		NONC																																																											X		X	X	10			Y		
2018	12	154975	USD												Y	6				N				Y	Y	N	N	Y	GED					C																																																				30.00									Y	N	N																					X		X	X																																						X	X	X	X		X		Y		Y
2018	12	155095																																																																																																																																																																						
2018	12	155146																																																																																																																																																																						
2018	12	155459	USD												Y					N		N		N	Y	Y	Y	Y	GED					C			C																																				C												C	150.00									Y	N	Y	MOD		MOD																		X	X	X																																																
2018	12	155936	USD	3424	3424		1714	1710	1714	1710					N					Y		N		Y		N	N		GED																																																									0.00									Y	N	N	NONC		NONC																		X		X	X																																											X				Y
2018	12	156093	USD	1339	1227		582	757	543	684					N					Y	except for health career programs	N		N	Y	N	N	Y	GED					C			C																																				C												C	0.00									Y		Y	MIN		MIN	MOD	health career programs																X		X	X																																															
2018	12	156479	USD	235	200		142	93	120	80					N					N		N		N	Y	N	N	Y	GED			6	15		7	15																													7	15					6	15											7	15		50.00									Y	N	N	MIN		MIN																		X		X	X																																											X		N		Y
2018	12	158049																		Y									GED					C			C																																				C												C										Y			NONC		NONC																		X	X	X	X																																						X	X	X		5			Y		Y
2018	12	158066	USD																																																																																			75.00												NONC																																																																						
2018	12	158070																																																																																																																																																																						
2018	12	158071																																																																																																																																																																						
2018	12	158072																																																																																																																																																																						
2018	12	158073																																																																																																																																																																						
2018	12	158093																																																																																																																																																																						
2018	12	158118																																																																																																																																																																						
2018	12	158126																																																																																																																																																																						
2018	12	158132	CHF																																																																																			100.00																																																																																		
2018	12	158160																																																																																																																																																																						
2018	12	158173	USD																																																																																			25.00												NONC																																																																						
2018	12	158174	USD	259	259		135	124	135	124					N											N	N							C			C																																				C												C	25.00																																																																																		
2018	12	158175	USD																																																																																			25.00												NONC																																																																						
2018	12	158176	USD																																																																																			25.00												NONC																																																																						
2018	12	158177																																																																																																																																																																						
2018	12	158179		46	43		42	4	39	4																																																																																																																																																														
2018	12	158180		76	76		75	1	75	1					N							N		N	N	N	N	N	GED																																																																		N		N																																																																					N		
2018	12	158192																																																																																																																																																																						
2018	12	158203	USD																	Y									GED																																																									0.00									N	Y	Y	NONC																				X	X	X	X																																															
2018	12	158218													N											N	N										C																																																																																																																																			
2018	12	158299																																																																																																																																																																						
2018	12	158300																																																																																																																																																																						
2018	12	158301																																																																																																																																																																						
2018	12	158329	USD												N									N		N	N	Y	GED					C			C																																				C												C	30.00												MIN		MIN	MOD	electronics engineering technology program																X		X	X																																															
2018	12	158330	USD												N											N	N		GED																																																									30.00												MIN		MIN	MOD	electronics engineering technology program																X		X	X																																															
2018	12	158331	USD	11	11		7	4	7	4					N					N		N		Y	Y	N	N	Y	GED			9	1		10	1	C																																		9	1											10	1	C	25.00									N	N	N	NONC		NONC																		X	X	X	X																																		8	1	8	1	X	X	X	X		X		Y		Y
2018	12	158871	USD																																																																																			45.00																																																																																		
2018	12	158874	USD	49	49		28	21	28	21										Y					Y	N	N		GED			8	1																																						8	1														35.00									N	N	Y	NONC		MOD																		X		X	X																																															Y
2018	12	158875	USD	12	9		12	0	9	0					N					Y		N		N	N	N	N	N	GED					C			C																																				C												C	50.00									Y			NONC		NONC																		X		X																																										X		X		Y		Y
2018	12	158876	USD	86	70		34	52	30	40					N					Y				Y		N	N		NON					C																																																				50.00									Y		N	NONC		NONC																		X	X	X																																																Y
2018	12	158877	USD																	Y																																																																		35.00																																																																																		
2018	12	158878	USD																	Y																																																																		25.00																																																																																		
2018	12	158894	CAD												Y					N		N		Y			Y	N	GED					C																																							C													50.00									Y																							X	X	X																																											7					Y
2018	12	159154																																																																																																																																																																						
2018	12	159155																																																																																																																																																																						
2018	12	159161	USD												Y					N		N		N	Y	N	N	Y	GED			3	5		4	16																																																		50.00									Y	N	Y																					X	X		X																																						X	X		X		X		N	X	Y
2018	12	159166																																																																																																																																																																						
2018	12	159169	USD	261	138		159	102	84	54					Y	0	0	0		N		N		Y	Y	N	N	Y	GED					C	8	1																																					C										8	1		50.00									Y	N	N	MOD		MOD																		X		X	X																																						X					X		N		Y
2018	12	159172	USD												N					Y		N		Y	N	N	N	N	GED																																												C												C	0.00									Y	N	Y	NONC		NONC																		X		X	X																																						X	X				X		N		Y
2018	12	159177																		Y									GED					C			C																																																										Y			NONC																				X	X	X	X																																						X	X	X		7			Y		Y
2018	12	159183	USD	491	405		235	256	194	211					N					N		N		Y		N	N	Y	GED			6	1																																						6	1														0.00									Y	N	N	VERY		MOD																		X		X																																			6	1						X		X				Y
2018	12	159248																																																																																																																																																																						
2018	12	159251	USD	19	6		2	17	0	6					Y	5	4	4		N		N		N	N	N	N	N	GED					C			C																																																	65.00									Y	N	N																					X		X																																			4	30	4	30	X					X			X	Y
2018	12	159253	USD	2098	858		748	1350	282	576					N					N		N		N	Y	Y	N	Y	GED					C			C																																				C												C	30.00									Y	Y	Y	MOD		MOD																		X		X																																							X					X		N		Y
2018	12	159362	USD																	Y									GED					C			C																																				C												C	0.00									Y			NONC		NONC																		X	X	X	X																																						X	X	X		5			Y		Y
2018	12	159378																		Y																																																																											Y																							X		X																																																Y
2018	12	159389	USD	215	173										N					N		N		N	N	N	N	N	GED					C			C																																				C												C	50.00									N	N	N	MOD		MOD																																																																				
2018	12	159699	USD	216			92	124																																																																														50.00																																																																																		
2018	12	159743	USD																													8	25																																																					25.00																																																																																		
2018	12	159744	USD	362	300		150	212	125	175					N					N		N		N	N	N	N	N	GED																																																									25.00									Y	Y	Y	MOD		MOD																		X	X	X																																										X		X		Y		Y
2018	12	159751	USD																																																																																			100.00																																																																																		
2018	12	159936																											GED																																																																																																																																											
2018	12	159939																																																																																																																																																																						
2018	12	159941																																																																																																																																																																						
2018	12	159942																																																																																																																																																																						
2018	12	159956																																																																																																																																																																						
2018	12	159957																																																																																																																																																																						
2018	12	159958																																																																																																																																																																						
2018	12	160002													N											N	N																																																																																																																																				X	X	X	X						
2018	12	160284	USD																																																																																			75.00												NONC																																																																						
2018	12	160400	USD	701	70										Y					N		N		N	Y	N	N	Y	GED			12	1		4	1																																			12	1											4	1		120.00									Y		Y	MOST																				X																																																		Y
2018	12	160467	USD												N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	50.00									Y	Y	Y																					X	X	X	X																																						X	X	X	X				Y		
2018	12	160486																				N		N	N	N	N	N	GED	NON	some certificate programs																																																																			MOD																																																																						
2018	12	160489																																																																																																																																																																						
2018	12	161698	USD	924	703		262	662	196	507					N					N		N		N	N	N	N	N	GED					C			C																																				C												C	30.00									Y	Y	Y	MIN		MIN																		X	X	X	X																																						X	X	X		10			Y	X	Y
2018	12	161705	USD	2703	1171										N					N		N		N	Y	N	N	Y	GED					C			C																																		12	1													C	0.00									Y	Y	N	MOD		MOD																		X		X																																			8	20			X	X				X		Y		
2018	12	161730	USD	833	698		690	143	572	126					N					N		N		N	N	N	N	N	GED					C																																							C													35.00									Y	Y	Y	MOD		MOD																		X																																					9	1	9	1										Y
2018	12	161739		156	102		148	8	97	5																																																																																																																																																														
2018	12	161742																											GED																																																																		Y	N	N																																																																							Y
2018	12	161743																																																																																																																																																																						
2018	12	161751																																																																																																																																																																						
2018	12	161752																																																																																																																																																																						
2018	12	161761																																																																																																																																																																						
2018	12	161777																																																																																																																																																																						
2018	12	161801																																																																																																																																																																						
2018	12	161806																											GED																																																																																																																																											
2018	12	161835																																																																																																																																																																						
2018	12	161846	USD																	N		N							GED					C																																																				30.00									N	N	N	NONC																																																																	10			Y		Y
2018	12	161849	USD																																																																																			25.00												NONC																																																																						
2018	12	161875													N					Y		N		N		N	N	N	GED					C			C																																																										Y	Y	N	NONC		NONC																		X	X	X	X																																										5			Y		Y
2018	12	161879																																																																																																																																																																						
2018	12	161976																																																																																																																																																																						
2018	12	161990	USD												N					Y	selective admission to some programs	N		Y	N	N	N	N	NON																																																									25.00												NONC		NONC																		X		X	X																																															
2018	12	161994	USD												N					Y	Open admission for Adult Basic Skills - ESOL, GED	N		N	Y	N	N	N	GED					C																																							C													0.00									Y	N																						X	X	X	X																																						X				10			N		Y
2018	12	162011																																																																																																																																																																						
2018	12	162013	USD	75	75		26	49	26	49					N					Y		N			Y	N	N	N	NON	GED	nursing, aquarium science, criminal justice programs																																																							0.00									Y	N	N	NONC			MOD	nursing program																X	X	X	X																																						X					X				Y
2018	12	162019																																																																																																																																																																						
2018	12	162048																																																																																																																																																																						
2018	12	162051	USD																																																																																			15.00																																																																																		
2018	12	162128																																																																																																																																																																						
2018	12	162141																																																																																																																																																																						
2018	12	162148																																																																																																																																																																						
2018	12	162202																																																																																																																																																																						
2018	12	162203																																																																																																																																																																						
2018	12	162204																																																																																																																																																																						
2018	12	162261																																																																																																																																																																						
2018	12	162265																																																																																																																																																																						
2018	12	162668	USD	227	216		105	122	99	117					N					N		N		N	N	Y	N	Y	GED			6	15				C																																		6	15					11	1				C			C	20.00									Y	N	N	MOD		MOD																		X		X																																			6	15								X		N		
2018	12	162674																		Y																																																																																																																																																				
2018	12	162675	USD	25	25		25		25																																																																													100.00																																																																																		
2018	12	162676	USD	26	26		26		26																																																																													50.00																																																																																		
2018	12	162677																		Y																																																																																																																																																				
2018	12	162678		13	13		13		13																																																																																																																																																															
2018	12	162679																																																																																																																																																																						
2018	12	162680		17	17		17		17																																																																																																																																																															
2018	12	162681		175																																																																																																																																																																				
2018	12	162682																		Y																																																																																																																																																				
2018	12	162683	USD	42			42																																																																															250.00																																																																																		
2018	12	162684		26	26		26		26																																																																																																																																																															
2018	12	162685	USD	37			37																																																																															100.00																																																																																		
2018	12	162686	USD																	Y																																																																		50.00																																																																																		
2018	12	162687	CAD												N					N		N		N	Y	N	N	N	REQ			1	15		3	1																																			1	15											3	1		70.00									Y		Y	MOD		MOD																		X		X																																																Y
2018	12	162689	USD	1095	529		483	612	230	299					N										Y	N	N	Y	GED			5	31	C			C																																		5	31	C												C	0.00									Y		Y	MOD		MOD																		X		X	X																																		5	31	5	31	X	X						Y		Y
2018	12	162701	USD																																																																																			20.00																																																																																		
2018	12	162706													Y					Y						N	N																																																																				Y		Y																					X	X	X	X																																						X		X			X		Y		Y
2018	12	162812	USD																	Y																																																																		7.00																																																																																		
2018	12	162813	USD																																																																																			10.00																																																																																		
2018	12	162816		3010	2545		1624	1386	1364	1181														Y	Y		Y	Y				7	15					6	29																													5	15		6	8																							Y			MOD																				X		X	X																																										5					Y
2018	12	162824	USD												N					Y						N	N		GED					C			C																																				C			C									C	0.00									Y			NONC		NONC																		X		X	X																																										7					Y
2018	12	162826																																C			C																																				C												C																																																																																			
2018	12	162829	USD	68	63										Y	0				N		N		N	Y	N	N	Y	GED			2	15		3	15																																			2	15											3	15		40.00									Y	N	N	MOD		VERY																		X																																					8	1								X		N		Y
2018	12	162833	USD												N					Y					Y	N	N		GED					C			C																																				C												C	50.00									Y	N	N	NONC	NONC	NONC																		X		X	X																																											X		Y		Y
2018	12	162840																																																																																																																																																																						
2018	12	162872	USD	111	65		61	50	35	30					N									N		N	N	Y	GED					C			C																																				C												C	25.00																																X	X	X	X																																															
2018	12	162886	USD	0	0			0		0					N					Y						N	N		GED					C			C																																				C												C	50.00									Y	N	N																																																														X	X	X			X		Y		Y
2018	12	162901																																																																																																																																																																						
2018	12	163026	USD	354	297		180	174	159	138					N					Y		N		N	N	N	N	N	GED					C			C																																				C												C	50.00									Y	N	Y	NONC		NONC																		X	X	X	X																																						X		X			X		Y		Y
2018	12	163149	USD	4685	3222		1486	3199	943	2279					N					N		N		Y		N	N	Y	GED																																																									0.00									Y		Y	MOD		MOD																		X	X	X	X																																						X			X						
2018	12	163258																																																																																																																																																																						
2018	12	163317																																C			C																																				C												C																																																																																			
2018	12	163342																																C			C																																				C												C																																																																																			
2018	12	163343																																C			C																																				C												C																																																																																			
2018	12	163784																																																																																																																																																																						
2018	12	163947	USD	489	182		166	323	72	110					Y	58	47	2		N		N		Y	Y	Y	N	Y	GED			1	15		3	1																													3	1											11	1		12	1					45.00					105	31			Y	Y		MOST																																																									1	15										N		N
2018	12	164003	USD												N					N		N		N	N	N	N	N	GED					C			C																																																	0.00									Y	Y	Y	MIN		MIN																		X		X	X																																						X							Y		Y
2018	12	164634		2704	1717																																																																																																																																																																			
2018	12	164636	USD												N					Y						N	N	Y	GED																																																									25.00									Y	N	N	NONC		NONC																		X		X	X																																						X	X	X	X		X		Y		Y
2018	12	164637																																																																																																																																																																						
2018	12	164639																		Y																																																																																																																																																				
2018	12	164688	USD																																																																																			50.00																																																																																		
2018	12	164787		685	527		190	495	146	381										N																																																																																																																																																				
2018	12	164793																																																																																																																																																																						
2018	12	164796																																																																																																																																																																						
2018	12	164806																																																																																																																																																																						
2018	12	164810																																																																																																																																																																						
2018	12	164812	USD																																																																																			35.00																																																																																		
2018	12	164829	USD	1982	1662		826	1156	683	979					N					N		N		N	Y	N	N	Y	NON			6	30	C			C																																		3	15													C	60.00									Y	N	N	MOD		MOD																		X	X	X	X																																		6	1	6	1	X					X		N		Y
2018	12	164830	USD	3148	2522		1473	1675	1146	1376					N					N		N		N	Y	N	N		GED			1	15	C			C																																		1	15	C												C	60.00									Y	Y	Y	MOD		MOD																		X	X	X	X																																											X		N		Y
2018	12	164834																																																																																																																																																																						
2018	12	164836																																																																																																																																																																						
2018	12	164837																																																																																																																																																																						
2018	12	164838																																																																																																																																																																						
2018	12	164840																																																																																																																																																																						
2018	12	164852													N					N		N		N	N	N	N	N	GED					C			C																																				C												C										N	Y	N	NONC																																																																						
2018	12	164879																																																																																																																																																																						
2018	12	165109	USD												N					Y		N		N		N	N	Y	GED					C																																							C													0.00									Y	N	N	NONC		NONC																																																																				
2018	12	165111																																																																																																																																																																						
2018	12	165119	USD	5562	2962																																																																																	50.00												NONC		NONC																																																																				
2018	12	166010																																																																																																																																																																						
2018	12	166029																																																																																																																																																																						
2018	12	166048																																																																																																																																																																						
2018	12	166073	USD												N												Y		GED	NON	Homeschool students without a diploma	3	1																																			1	1																	40.00									Y	Y	Y	MOD																																																																						
2018	12	166112	USD	1062	142		783	279	64	78					Y	58	38	2		N		N		N	Y	N	N	Y	GED			1	1		3	24																																																		85.00									Y	Y	Y	MOST																				X																																					1	1	1	1								N		N
2018	12	166981																																																																																																																																																																						
2018	12	167044																																																																																																																																																																						
2018	12	167092																																																																																																																																																																						
2018	12	167109																																																																																																																																																																						
2018	12	167364	USD												N										Y	N	N							C			C																																				C												C	50.00																																X	X	X	X																																															
2018	12	167702																																																																																																																																																																						
2018	12	168456	USD	354	297		180	174	159	138					N					Y					N	N	N		GED					C			C																																				C												C	50.00									Y	N	Y	NONC		NONC																		X	X	X	X																																						X		X			X		Y		Y
2018	12	168465																																																																																																																																																																						
2018	12	168473	USD																										GED					C			C																																				C												C	50.00									Y	Y	Y																					X	X	X	X																																						X	X	X	X				Y		Y
2018	12	168474																																																																																																																																																																						
2018	12	168506																																																																																																																																																																						
2018	12	168518																																																																																																																																																																						
2018	12	168550																																																																																																																																																																						
2018	12	168552																																																																																																																																																																						
2018	12	168554																																																																																																																																																																						
2018	12	168556																																																																																																																																																																						
2018	12	168582																																																																																																																																																																						
2018	12	168650																																																																																																																																																																						
2018	12	168652																																																																																																																				X	X	X	X																																															
2018	12	168698	USD	450	442		113	337	113	329																																																																												25.00																																																																																		
2018	12	168710	USD																	Y																																																																		25.00																																																																																		
2018	12	168722																																																																																																																																																																						
2018	12	168746																																																																																																																																																																						
2018	12	168758																																																																																																																																																																						
2018	12	168760																																																																																																																																																																						
2018	12	168776																		Y									GED																																												C																																													X	X	X	X																																							X	X		10					Y
2018	12	168786																																																																																																																																																																						
2018	12	168788																																																																																																																																																																						
2018	12	168835	USD	102	67		70	32	50	17					Y					N		N		N	Y	N	N	N	GED			12	15		3	1																																			12	15											3	1		75.00									N	N	N	MOD		MOD																		X																																													8					Y
2018	12	168839	USD																																																																																			30.00									Y																							X	X	X	X																																						X	X	X					Y		Y
2018	12	168840	USD	75	67		55	20	50	17																																																																												30.00																																																																																		
2018	12	169865	USD												N											N	N		NON	GED	students under 18			C																																							C													0.00									Y	N	N																					X		X	X																																															Y
