DATASET_YR	REPRJ_ID	INUN_ID	ACAD_YR	CURRENCY_CODE	SCHOL_NB_FED_D	SCHOL_NN_FED_D	SCHOL_NB_STATE_D	SCHOL_NN_STATE_D	SCHOL_NB_EXT_D	SCHOL_NN_EXT_D	SCHOL_NB_INST_D	SCHOL_NN_INST_D	UG_PT_N_N	UG_PT_AP_N	FRSH_FT_ND_N	UG_PT_ND_N	FRSH_FT_NB_GIFT_N	UG_FT_NB_GIFT_N	UG_PT_NB_GIFT_N	FRSH_FT_NB_SH_N	UG_PT_AVG_PKG_D	UG_FT_NB_SH_N	UG_PT_NB_SH_N	FRSH_FT_NN_GIFT_N	UG_FT_NN_GIFT_N	UG_PT_NN_GIFT_N	FRSH_FT_NN_SH_N	UG_FT_NN_SH_N	UG_PT_NN_SH_N	FRSH_FT_ND_MET_N	UG_FT_ND_MET_N	UG_PT_ND_MET_N	UG_PT_ND_MET_P	UG_FT_N_N	FRSH_FT_N	UG_FT_AP_N	INTL_NO	FRSH_FT_AP_N	UG_FT_ND_N	INTL_AVG_D	INTL_RECD_N	INTL_NB	UG_FT_AVG_PKG_D	FRSH_FT_AVG_PKG_D	UG_FT_ND_MET_P	FRSH_FT_ND_MET_P	FORM_DOM_FAFSA	FORM_DOM_CSS	FORM_DOM_STATE	FORM_DOM_INST	FORM_DOM_OTH	FORM_DOM_OTH_T	FORM_DOM_PARENT	FORM_DOM_BUS	FORM_INTL_INST	FORM_INTL_CSS	FORM_INTL_FA_AP	FORM_INTL_CERTIF_FIN	FORM_INTL_OTH	FORM_INTL_OTH_T	AP_DL	AP_DL_NO	AP_DL_MON	AP_DL_DAY	AP_DL_PRIORITY	AP_DL_PRIORITY_MON	AP_DL_PRIORITY_DAY	AP_NOTF_ROLL	AP_NOTF_ROLL_MON	AP_NOTF_ROLL_DAY	AP_NOTIF_DL	AP_NOTF_DL_MON	AP_NOTF_DL_DAY	AP_REPLY_DL_MON	AP_REPLY_DL_DAY	AP_REPLY_DL_WEEK	UG_CLASS_LOAN_P	UG_CLASS_AVG_DEBT_D	LOAN_PERKINS	LOAN_DIRECT_PLUS	LOAN_DIRECT_STAFFORD_SUB	LOAN_DIRECT_STAFFORD_UNSUB	LOAN_NURSING	LOAN_STATE	LOAN_INST	LOAN_OTH	LOAN_OTH_T	LOAN_DIRECT_CONSOL	JOBS_FWS	JOBS_FWS_N	JOBS_FWS_AVG_D	SCHOL_NB	SCHOL_NB_UNCF	SCHOL_NB_NURSING	JOBS_PT	JOBS_PT_N	SCHOL_NB_PELL	SCHOL_NB_SEOG	SCHOL_NN_ROTC	SCHOL_NB_STATE	SCHOL_NB_PRIVATE	SCHOL_NB_INST	SCHOL_NB_OTH	SCHOL_NB_OTH_T	SCHOL_NN	SCHOL_NN_ACAD	SCHOL_NN_ACAD_N	SCHOL_NN_ACAD_D	SCHOL_NN_ART	SCHOL_NN_ART_N	SCHOL_NN_ART_D	SCHOL_NN_ACHV	SCHOL_NN_ACHV_N	SCHOL_NN_ACHV_D	SCHOL_NN_OTH	SCHOL_NN_OTH_T	SCHOL_NN_CHAR	SCHOL_NN_CHAR_N	SCHOL_NN_CHAR_D	SCHOL_NN_ATHL	SCHOL_NN_ATHL_MEN_N	SCHOL_NN_ATHL_MEN_D	SCHOL_NN_ATHL_WMN_N	SCHOL_NN_ATHL_WMN_D	INTL_NN	SH_NB_STUD_LOAN_D	SH_NN_STUD_LOAN_D	SH_NB_FWS_D	SH_NB_STATE_D	SH_NN_STATE_D	SH_NB_TOT_D	SH_NN_TOT_D	SCHOL_NN_ATHL_TOT_N	SCHOL_NN_ATHL_TOT_D	SCHOL_NN_TOT_D	SCHOL_NB_TOT_D	METH_FM	METH_IM	METH_FM_IM	LOAN_FFEL_STAFFORD_SUB	LOAN_FFEL_STAFFORD_UNSUB	LOAN_FFEL_PLUS	LOAN_FFEL_CONSOL	EST_OFF_I	NB_PARENT_D	NN_PARENT_D	NB_WAIVER_D	NN_WAIVER_D	NB_ATHL_D	NN_ATHL_D	FRESH_FT_REC_AID_N	UG_FT_REC_AID_N	UG_PT_REC_AID	FRSH_FT_AVG_NB_GIFT_D	UG_FT_AVG_NB_GIFT_D	UG_PT_AVG_NB_GIFT_D	FRESH_FT_AVG_NB_SH_D	UG_FT_AVG_NB_SH_D	UG_PT_AVG_NB_SH_D	FRESH_FT_AVG_NB_LOAN_D	UG_FT_AVG_NB_LOAN_D	UG_PT_AVG_NB_LOAN_D	FRESH_FT_NN_NONEED_N	UG_FT_NN_NONEED_N	UG_PT_NN_NONEED_N	FRESH_FT_NN_NONEED_D	UG_FT_NN_NONEED_D	UG_PT_NN_NONEED_D	FRESH_FT_NN_ATHL_N	UG_FT_NN_ATHL_N	UG_PT_NN_ATHL_N	FRESH_FT_NN_ATHL_D	UG_FT_NN_ATHL_D	UG_PT_NN_ATHL_D	JOBS_PT_AVG_D	URL_ADDRESS_FA	BCD_T	UG_FT_ND_PLUS_P	UG_FT_NONEED_PLUS_P	EFC_0_MIN_PKG_D	EFC_5000_MIN_PKG_D	EFC_10000_MIN_PKG_D	EFC_MAX_REC_AID_D	METH_FM_IM_GAP_D	INTL_NB_FA_OTH	INTL_NB_FA_OTH_T	INTL_NB_JOBS_PT	INTL_NB_LOAN_INST	INTL_NB_LOAN_NON_INST	INTL_NB_SCHOL_ATHL	INTL_NB_SCHOL_INST	INTL_NB_WAIVER	INTL_NN_FA_OTH	INTL_NN_FA_OTH_T	INTL_NN_JOBS_PT	INTL_NN_LOAN_INST	INTL_NN_LOAN_NON_INST	INTL_NN_SCHOL_ATHL	INTL_NN_SCHOL_INST	INTL_NN_WAIVER	UG_CLASS_LOAN_FED_P	UG_CLASS_AVG_DEBT_FED_D	LOAN_PERKINS_AVG_D	SCHOL_NB_SEOG_AVG_D	LOAN_PERKINS_P	SCHOL_NB_SEOG_P	UG_FT_AVG_NB_GIFT_2YR_D	UG_FT_AVG_NB_GIFT_3YR_D	UG_FT_AVG_NB_GIFT_4YR_D	UG_FT_NN_NONEED_2YR_D	UG_FT_NN_NONEED_3YR_D	UG_FT_NN_NONEED_4YR_D	URL_ADDRESS_SCHOL	UG_CLASS_N	UG_CLASS_LOAN_N	UG_CLASS_LOAN_FED_N	UG_CLASS_LOAN_INST_N	UG_CLASS_LOAN_INST_P	UG_CLASS_AVG_DEBT_INST_D	UG_CLASS_LOAN_STATE_N	UG_CLASS_LOAN_STATE_P	UG_CLASS_AVG_DEBT_STATE_D	UG_CLASS_LOAN_PRIVATE_N	UG_CLASS_LOAN_PRIVATE_P	UG_CLASS_AVG_DEBT_PRIVATE_D
2018	13	5029	2018		101276.00		20887.00		15400.00		30313.00																															X					X															X									X	9	1			2.00					X	X		X					X			X					X	X			X	X																							X	27933.00		5000.00			32933.00					167876.00		X							5000.00																															http://www.akbible.edu/admissions/tuition-aid/financial-aid/											X		X		X	X			X		X		X	X													http://www.akbible.edu/admissions/tuition-aid/financial-aid/												
2018	13	5031	2018		481000.00	0.00	154000.00	7000.00	212000.00	23000.00	1400000.00	155000.00																						189								X					X										X	X							X	2	1	X	2	1				8	1					X	X	X		X		X	alternative loans		X			X			X		X	X		X	X	X	X	Bureau of Indian Affairs Grants, Yellow Ribbon Grant Program, Native Alaskan Scholarships																					X	1209000.00	77000.00	38000.00	122000.00	13000.00	1369000.00	90000.00			185000.00	2247000.00	X								154000.00	21000.00			3000.00	44000.00																										https://www.alaskapacific.edu/student-financial-services/financial-aid/											X		X		X				X		X	X	X	X													https://www.alaskapacific.edu/student-financial-services/financial-aid/undergraduate-scholarships/												
2018	13	5032																																													X		X													X																											X	41	1343.00	X					X	X		X	X	X																																																																																									X								X																										
2018	13	5033	2015		1278330.00	0.00	845858.00	28487.00	363602.00	121313.00	6213882.00	1648931.00			173		171	731		148		713		17	45					25	68			951	215	872		203	779			X	14578.00	16398.00	44.00	54.00	X														X		5	1	X	2	1				X	3	1			2.00			X	X	X	X		X		X	Health Professions Student Loans (HPSL)		X			X			X		X	X		X	X	X																							X	13061457.00	3604195.00	164494.00	5040.00	8640.00	13230991.00	3612835.00			1798731.00	8701672.00			X						2338236.00	1228488.00	0.00	0	0.00	1750.00	171	776		13341.00	10774.00		3532.00	4820.00		3300.00	4617.00		37	142		10011.00	9463.00									http://acphs.edu/Admissions/FinancialAid.aspx											X		X		X																						http://acphs.edu/admissions/freshmen/scholarships-grants-and-loans												
2018	13	5037	2018		8945998.00			1506525.00		419542.00	60941.00	132252.00			1225		1077	2788		1076		2756		445	1111					93	397			3788	1311	3660		1300	3287				4720.00	4838.00	72.00	71.00	X														X		7	1	X	2	15	X	2	1				7	1					X	X	X		X					X			X	X		X		X	X		X	X																									7350368.00	7976674.00	205333.00			7555701.00	7976674.00			2058319.00	9006939.00	X									2668079.00				790501.00	1225	3287		2791.00	2716.00		1807.00	2073.00		1769.00	2020.00		54	30		565.00	970.00									http://www.asurams.edu/financial-aid/																																																	
2018	13	5038																																																X	X	scholarship application form(s)			X							X									X	6	30	8	1										X							X								X	X	X																																																																										http://www.acad.ab.ca/financial_aid.html											X	X	X	X	X	X			X	X	X	X	X	X																									
2018	13	5039	2018		1853687.00	0.00	81050.00	21000.00	16000.00	115203.00	4251137.00	1275545.00			109		103	726		98		810		48	186					9	47			1010	113	940		112	889	0.00	0		17021.00	27993.00	51.00	68.00	X																		X	3	15	X	3	15						2.00	83.00	36908.00	X	X	X	X							X			X					X	X		X		X																							X	2262016.00	2849118.00	106090.00	0.00	0.00	2368106.00	2849118.00			1411748.00	6201874.00	X								0.00	594398.00	0.00	0	0.00	0.00	109	887		19803.00	12555.00		3975.00	4570.00		3715.00	4370.00		3	12		13883.00	12497.00									http://albertus.edu/undergraduate-degrees/tuition-financial-aid/financial-aid/index.php		8.00	8.00														X	Resident Assistant Award							82.00	31853.00	3940.00	493.00	3.00	27.00	11802.00	9911.00	6736.00	16104.00	8375.00	13250.00		126	105	104	0	0.00	0.00	0	0.00	0.00	16	13.00	35165.00
2018	13	5040	2018		3332453.00	0.00	1597079.00	0.00	643161.00	210143.00	39118854.00	7772137.00			445		445	1228		400		1072		442	1204					71	209			1557	515	1295		475	1228	32634.00	27		40402.00	44414.00	87.00	93.00	X								X										X	12	1	X	12	1							64.00	44140.00		X	X	X							X	355	1320.00	X			X	168	X	X		X	X	X					1163	24072128.00		52	116260.00							438	2002783.00						X	4591368.00	5717400.00	468750.00	319574.00	1500.00	5379692.00	5718900.00			7982280.00	44691547.00	X								0.00	3551672.00	858551.00	198720	0.00	0.00	445	1228		40241.00	35978.00		4653.00	5077.00		3412.00	4295.00		68	324		28917.00	23988.00								1770	http://www.albion.edu/admission/student-financial-services		17.00	2.00																X				X		64.00	29322.00	0.00	900.00	0.00	21.00								257	165	164	0	0.00	0.00	0	0.00	0.00	57	22.00	43409.00
2018	13	5041	2018		4067503.00	0.00	2260964.00	5010.00	1675800.00	557812.00	41646319.00	3495264.00			423		423	1513		418		1377		29	100					46	152			1651	465	1575		452	1515	14374.00	36	X	38880.00	41714.00	80.00	84.00	X															X						X	11	15							88.00	38599.00		X	X	X							X			X	X		X		X	X		X	X	X																							X	12169443.00	2942236.00	1562063.00	0.00	0.00	13731506.00	2942236.00			4058086.00	49650586.00	X								0.00	5263650.00	445635.00	226280	0.00	0.00	423	1513		36013.00	32813.00		6178.00	6666.00		4907.00	5532.00		42	128		24885.00	22066.00									http://www.albright.edu/admission/financialaid/															X						X		X		88.00	29273.00											http://www.albright.edu/admission/scholarships.html	374	329	328	0	0.00	0.00	0	0.00	0.00	98	26.00	31608.00
2018	13	5042	2017																																												X															X			X	5	1	X	2	4						3.00			X	X	X	X		X		X	New Mexico Nursing Student Loans, alternative loans		X			X			X		X	X		X	X	X																																																																										https://www.cnm.edu/depts/financial-aid											X	X	X		X	X			X		X			X													https://www.cnm.edu/depts/financial-aid/scholarships												
2018	13	5043	2018		12613815.00		670670.00				417806.00				525		525	1160		474		999		246	402					72	129			2589	525	1337		525	1284	9899.00	3	X	15032.00	14918.00	94.00	97.00	X			X					X										X	3	15	X	4	1						4.00	97.00	35680.00		X	X	X							X	381	870.00	X			X		X	X		X	X	X					757	8207003.00		263	2513174.00		2	9366.00				44	229427.00						X	8722698.00	14421924.00	398171.00	0.00		9120869.00	14421924.00				13702291.00			X							3672798.00				2731134.00	525	1225		6140.00	5902.00		3458.00	3956.00		3428.00	3892.00		256	721		8184.00	8158.00									http://www.alcorn.edu/admissions/financial-aid/index.aspx		30.00	3.00												X								X		87.00	30671.00	0.00	1667.00	0.00	82.00	8739.00	8400.00	7803.00	16832.00	13492.00	15469.00		317	308	278	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00
2018	13	5045	2017		2729131.00	7004.00	924656.00	116710.00	226171.00	72813.00	12185446.00	1451082.00			228		228	775		197		664		53	196					61	260			934	261	887		250	787	18582.00	48		22284.00	23207.00	90.00	91.00	X								X			X							X	3	1	X	3	1						2.00	87.00	24079.00	X	X	X	X	X						X	430	1435.00	X		X	X	95	X	X		X	X	X	X	Scholarships for Disadvantaged Students (SDS), National Health Service Corps Scholarships			631	7366916.00		6	13000.00		680	1491924.00				64	872853.00						X	6432165.00	2057961.00	608441.00	78076.00	139614.00	7118682.00	2197575.00			1647609.00	16065404.00	X								1105914.00	1359109.00	475799.00	70501	1932016.00	1357030.00	228	787		22405.00	20274.00		4707.00	6058.00		3393.00	4047.00		30	126		8761.00	9505.00								2410	http://ab.edu/financial-aid/		15.00	17.00																X			X	X		85.00	20303.00	1618.00	437.00	21.00	16.00	9681.00	9358.00	6560.00	10375.00	8809.00	10744.00		186	162	159	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00
2018	13	5046	2017																																												X			X												X			X	4	1													X	X	X							X	14	2667.00	X					X	X		X																																																																												http://www.cacc.edu/financial-aid/																																																	
2018	13	5047																																													X			X					X							X																						X					X	94	1871.00	X					X	X		X		X																																																																																																																											
2018	13	5050	2018		4003670.00	37364.00	1957758.00	0.00	0.00	399331.00	22693502.00	2311112.00			369		368	1314		323		1178		206	709					54	271			1576	419	1456		407	1326	10457.00	23		27889.00	31102.00	83.00	86.00	X		X									X			X		3	15				X	1	15				5	1	2.00	82.00	35987.00	X	X	X	X			X	X	alternative loans		X	936	1861.00	X					X	X		X	X	X					1308	11758097.00		48	528400.00		0	0.00				57	908215.00						X	7094432.00	5309474.00	1769786.00	0.00	0.00	8864218.00	5309474.00			2747807.00	28654930.00			X						0.00	3080004.00	0.00	877823	0.00	0.00	369	1325		24114.00	21500.00		7576.00	7440.00		5774.00	5940.00		8	89		13739.00	12114.00									http://www.alfred.edu/finaid/																							X				1393.00	720.00	27.00	44.00							https://alfred.edu/admissions/financial-aid/types/scholarships.cfm	399	328										
2018	13	5051	2017		1542320.00	0.00	2331990.00	245478.00	22648.00	3340.00	1341323.00	427437.00			157		156	528		145		469		8	53					11	68			585	168	584	X	167	533	2320.00	2		13681.00	13132.00	71.00	66.00	X											X							X	11	1	X	4	1				7	1	4.00	67.00	10141.00		X	X	X			X	X	Bagby Loans		X	418	2320.00	X			X	168	X	X		X	X	X																								1477011.00	338026.00	980716.00	67883.00	366417.00	2525610.00	704443.00			676255.00	5238281.00	X								0.00	23598.00	0.00	0	171881.00		157	533		9475.00	9872.00		4025.00	4433.00		2017.00	2197.00		21	57		5091.00	5919.00								2320	http://www.alc.edu/admissions/financial-aid/		0.00	0.00								X								X						67.00	10141.00	0.00	2000.00	0.00	5.00								67	83	83	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00
2018	13	5052																																													X															X						X	4	1																			X	250	3000.00	X					X	X		X	X	X																																																																																																																											
2018	13	5053	2012																																												X			X					X										X	3	1	X	4	1						2.00				X	X	X			X	X	private loans		X	264	1293.00	X			X	0	X	X		X	X	X	X	Scholarships for Disadvantaged Students (SDS), National Science Foundation Scholarships																																																																							0	http://www.allegany.edu/finaid													X	X	X						X	X	X														http://www.allegany.edu/scholarships												
2018	13	5054	2018		3486913.00		1430954.00		1299303.00	497602.00	39512168.00	8997386.00			388		388	1365		328		1169		68	212					106	370			1748	481	1493		449	1365	23659.00	51		41669.00	42666.00	90.00	91.00	X										X	X				X			X	2	15	X	12	1				5	1	4.00			X	X	X	X				X	private loans		X	917	2475.00	X			X	116	X	X		X	X	X	X	Veterans Education Benefits (GI Bill), Yellow Ribbon Program			1632	33319705.00		8	16000.00							301	3476691.00						X	5531111.00	6466425.00	2262404.00		566650.00	7793515.00	7033075.00			9494988.00	45729338.00	X									3466157.00	1420455.00	890546			388	1365		36480.00	34310.00		5464.00	6650.00		3730.00	5145.00		91	354		25905.00	21604.00								4885	http://sites.allegheny.edu/finaid/		12.00	0.00																X		X		X		72.00	29057.00	2009.00	982.00	22.00	13.00	35497.00	34244.00	31300.00	22808.00	20371.00	17653.00	http://sites.allegheny.edu/finaid/scholarships/	440		315	0	0.00	0.00	0	0.00	0.00			
2018	13	5055	2018		457026.00	49487.00	905437.00	0.00	165009.00	0.00	547909.00	53494.00			0		0	193		0		257		0	43					0	14			358	0	311		0	272	0.00	0		11693.00		51.00	0.00	X															X						X	4	1						2.00				X	X	X	X		X				X	15	3000.00	X		X			X	X		X	X	X	X	Scholarships for Disadvantaged Students (SDS)																					X	1116513.00	1843514.00	43095.00	0.00	0.00	1159608.00	1843514.00			102981.00	2075381.00	X								0.00	691309.00	0.00	0	0.00	0.00	0	265		0.00	5846.00		0.00	4797.00		0.00	4797.00		0	28		0.00	1250.00											19.00	1.00																		X						0.00	300.00	0.00	27.00								0											
2018	13	5056	2009																																												X															X						X	6	1						2.00				X	X	X							X	40	2600.00	X			X	112	X	X																																																																													2600	http://www.allencc.edu/accc/Financial%20Aid/Financial%20Aid.html																																					http://www.allencc.edu/accc/Scholarship%20Information/Scholarship_home.html												
2018	13	5058	2018		3587163.00	138000.00	1807051.00	1837.00	158142.00	65980.00	20686500.00	7697497.00			349		348	1309		277		1144		329	1149					86	292			1811	421	1550		396	1394				25821.00	27969.00	72.00	76.00	X				X	PHEAA form (PA residents only)										X			X	12	1	X	12	1				5	1		79.00	42536.00	X	X	X	X	X						X	440	1988.00	X			X	329	X	X		X	X	X					1630	12379051.00		168	324574.00		311	1027761.00				40	202631.00						X	12649477.00	7161227.00	809104.00	67000.00	525000.00	13525581.00	7686227.00			7903314.00	26238856.00	X								1582538.00	3357947.00	548542.00	814306	0.00	0.00	348	1387		22015.00	20163.00		5125.00	6013.00		3597.00	4671.00		71	347		16972.00	16682.00								1997	http://www.desales.edu/home/admissions-financial-aid/costs-financial-aid/undergraduate		18.00	3.00								X				X				X				X		77.00	27216.00	1826.00	1386.00	4.00	8.00	21207.00	21421.00	19366.00	18516.00	17329.00	15417.00	http://www.desales.edu/home/admissions-financial-aid/costs-financial-aid/undergraduate/funding-your-education/scholarships	435	343	336	0	0.00	0.00	0	0.00	0.00	122	28.00	44632.00
2018	13	5059	2004		1595412.00		581931.00		35977.00		45646.00				121		121	442		36		160		15	58					0	54			552	167	552		167	442				8081.00	7025.00	74.00	70.00	X																		X	6	30										78.00	13037.00											X	160	1000.00	X					X	X		X	X						10	45646.00																	X	2859791.00		189180.00	0.00		3048971.00					2258966.00	X								33368.00				90950.00		121	442		2213.00	2213.00		1000.00	1000.00		2625.00	4833.00		0	3			3609.00									http://www.allenuniversity.edu/admissions/financial-aid/		5.00	1.00																																														
2018	13	5061	2018		2101422.00	0.00	1725888.00	0.00	622029.00	211748.00	26658988.00	5155381.00			363		363	1160		288		931		61	127					63	129			1380	408	1264		398	1162	26116.00	10	X	28542.00	31054.00	70.00	76.00	X								X		X	X				X			X	3	1	X	11	18						3.00	80.00	39264.00	X	X	X	X			X	X	alternative loans		X	690	1824.00	X					X	X		X	X	X					1313	22856047.00		278	722795.00							486	786270.00						X	7489793.00	2915582.00	866550.00	0.00	0.00	8356343.00	2915582.00			5367129.00	31108327.00	X								2035844.00	1754215.00	894266.00	516341	0.00	0.00	363	1160		29684.00	27547.00		4388.00	5308.00		3191.00	4396.00		45	212		25040.00	21776.00									http://www.alma.edu/admissions/financial-aid/		22.00	1.00												X								X		79.00	27530.00	4075.00	568.00	1.00	19.00	27859.00	26517.00	24207.00	21073.00	20751.00	18681.00	http://www.alma.edu/admissions/financial-aid/grants-scholarships/	273	218	217	12	4.00	2917.00	0	0.00	0.00	78	29.00	32701.00
2018	13	5063	2017																																												X		X	X					X										X	3	1	X	5	1						2.00				X	X	X				X	alternative loans		X	78	2000.00	X			X	20	X	X		X	X	X																																																																									1000	https://discover.alpenacc.edu/financial_aid/index.php											X		X		X				X		X	X	X	X													https://discover.alpenacc.edu/admissions/future_students/scholarships.php												
2018	13	5064	2017		3853879.00	500.00	2619158.00	16175.00	1456674.00	767876.00	15758472.00	3169120.00			294		294	1400		250		1263		31	120					41	192			1686	345	1582		333	1434	21612.00	10		20349.00	22520.00	65.00	68.00	X		X										X	institutional affidavit of financial support					X	5	1	X	11	25				5	1	2.00	84.00	51958.00	X	X	X	X							X	981	1592.00	X			X		X	X		X	X	X																							X	13866851.00	4793292.00	1234217.00	0.00	0.00	15101068.00	4793292.00			3953671.00	23688183.00	X								2899298.00	2591702.00	945942.00	642914	0.00	0.00	294	1431		18943.00	16212.00		4206.00	5085.00		3211.00	4113.00		51	207		13419.00	13054.00									http://www.alvernia.edu/financialaid/index.html		19.00	1.00																X		X		X		84.00	29562.00	3226.00	656.00	1.00	10.00	15591.00	13901.00	10937.00	14622.00	11430.00	9062.00	http://www.alvernia.edu/financialaid/types.html	237	199	199	0	0.00	0.00	0	0.00	0.00	67	26.00	66577.00
2018	13	5065	2018		3447090.00	0.00	2389875.00	0.00	259861.00	21100.00	10589809.00	1191343.00			179		175	893		172		848		167	806									1026	197	973		188	930	5109.00	1		21312.00	26594.00			X								X			X				X			X	2	1	X	11	1						2.00	89.00	36659.00	X	X	X	X		X					X	263	2012.00	X			X		X	X		X	X	X					983	8647343.00		33	30944.00		8	93986.00				265	326831.00						X	9585922.00	363564.00	529064.00	0.00	0.00	10114986.00	363564.00			1212443.00	16686635.00	X								1702584.00	145407.00	168496.00	0	0.00	0.00	179	927		15623.00	12685.00		4787.00	4749.00		3193.00	3847.00		18	86		15043.00	11782.00									http://www.alverno.edu/financialaid/											X		X						X		X		X		88.00	33942.00												116	103	102	0	0.00	0.00	0	0.00	0.00	10	9.00	31380.00
2018	13	5066	2017																																												X			X												X									X	7	7							X	X	X				X	private loans		X			X			X		X	X		X	X	X																																																																										http://www.alvincollege.edu/FinancialAid.aspx															X		X	donor scholarships																			http://www.alvincollege.edu/financialaid/scholarships.aspx												
2018	13	5067																																													X			X					X										X	3	1	X	4	15															X				X	100	3000.00	X					X	X		X	X	X																																																																																																																											
2018	13	5069	2003																															272	72										70.00	70.00	X			X												X						X	3	1																X	alternative loans		X			X					X	X																																																																																																																															
2018	13	5070																																																X	X	IRS forms			X				X	IRS forms					X	8	30				X	9	30																			X									X	X																																																																																																																											
2018	13	5072	2013																																												X		X	X					X		X				X		5	15	X	5	1	X	2	15						30.00				X	X	X		X		X	alternative loans		X	50	900.00	X			X	50	X	X		X	X	X																																																																									2000	http://www.aada.edu/admissions/financial_aid.html											X		X		X				X		X		X														http://www.aada.edu/admissions/scholarships_all.html												
2018	13	5073																																													X			X	X	AADA Financial Aid Data Sheet							X	international scholarship application form		X																								X	alternative loans		X	15	2000.00	X					X	X		X		X																																																																																																																											
2018	13	5075																																													X		X													X						X	2	1						2.00					X				X	X	alternative loans					X					X			X	X																																																																																																																												
2018	13	5077	2015		559002.00		83311.00		7000.00		145514.00				15		15	80		1		4		0	0					10				128	15	128		15	128			X	10412.00	10412.00	40.00	40.00	X												X	affidavit of support	X		7	23	X	1	1	X	7	30				8	1	2.00	83.00	9743.00		X	X	X							X	5	7452.00	X					X	X		X		X																								1157334.00		7452.00			1164786.00					794827.00	X								22940.00						15	128		8263.00	8263.00		4597.00	4597.00		3823.00	3823.00		0	0		0.00	0.00												0.00												X										83.00	9743.00	0.00	350.00	0.00	10.00																			
2018	13	5079																																																																																																																																																																																																																															
2018	13	5085	2017						55341.00		4240001.00	69974.00			46		46	140		4		39		33	80					5	6			650	175	281		72	143	9386.00	424	X	11670.00	11536.00	22.00	21.00	X			X					X							X						X	2	15				5	1	3.00	15.00	20152.00		X	X	X				X	Sallie Mae Smart Option Loans					X			X						X	X																14	146600.00						X	891848.00	48976.00		97121.00		988969.00	48976.00			69974.00	4295342.00			X						2218604.00	124175.00		5			46	140		8967.00	9699.00		376.00	695.00		3464.00	4730.00		12	17		3448.00	4013.00									http://www.aup.edu/main/admissions/fin_aid.htm		9.00	1.00												X								X		15.00	20152.00	0.00		0.00		1045678.00	1068617.00	1130768.00	27349.00	3510.00	8190.00		15	15	15									
2018	13	5087	2005		11500000.00		642278.00		0.00		0.00				380		350	2600		150		800		0	0					0	0			2800	400	2800	X	400	2780				5280.00	5280.00	45.00	45.00	X			X											X		5	30	X	4	15	X	6	30						2.00	10.00	7000.00		X	X	X							X			X					X	X		X		X																								1104302.00		352896.00			1457198.00					12142278.00	X								29117.00				380000.00		380	2780		5.00	5.00		12.00	12.00		30.00	30.00																	1.00	1.00																																														
2018	13	5097																																																																																																																																																																																																																															
2018	13	5099																																								X					X			X												X																		X	X	X							X			X					X	X		X	X	X																							X																																																																																																				
2018	13	5102	2014		4298473.00	8625.00	842896.00	2573.00	372646.00	72075.00	17811714.00	1956192.00			328		328	1320		302		1206		31	135					34	159			1515	344	1394		343	1333	34118.00	54		23969.00	26137.00	70.00	72.00	X											X							X	5	1	X	2	15				5	1	4.00	89.00	35587.00	X	X	X	X							X	466	640.00	X			X	161	X	X		X	X	X					1509	13733472.00		0	0.00		0	0.00					115500.00						X	11581528.00	2470067.00	365204.00	0.00	273909.00	11946732.00	2743976.00			2039465.00	23325729.00	X								1590911.00	931272.00			2816823.00	2664005.00	328	1328		22327.00	19916.00		4137.00	4595.00		3285.00	4133.00														1190	http://www.aic.edu/financialaid/											X		X	X	X				X		X	X	X		86.00	29253.00	3132.00	1646.00	4.00	10.00																			
2018	13	5107	2015																																												X	X	X																X	3	2																						X			X	X		X		X	X		X	X																																																																											http://www.arc.losrios.edu/Support_Services/Financial_Aid.htm																																																	
2018	13	5108	2017																																												X															X						X	1	15						4.00													X			X					X	X		X	X	X																																																																																					X				X	X																																	
2018	13	5111	2018		6056723.00		88519.00		9738569.00		82204922.00	19385199.00			1000		926	3470		896		3436		252	1043					453	716			7169	1785	4583		1395	3868	26915.00	71		33279.00	38374.00	72.00	91.00	X	X										X			X		1	15							X	4	1			4.00			X	X	X	X			X				X	1700	1530.00	X					X	X			X	X																							X	14395717.00	8515210.00	2601255.00			16996972.00	8515210.00			19385199.00	98088733.00		X								23721480.00		6215794		5207477.00	978	3787		32002.00	26625.00		4161.00	4970.00		3376.00	4506.00		165	604		14637.00	14165.00									http://www.american.edu/financialaid/											X		X						X			X	X	X																									
2018	13	5112	2016								5688856.00	4027314.00					166	1902		3		13		29	1487									5099	650					12752.00	64	X	3711.00							X									X	FAFSA	X		3	14															X	X	X	X		X		X	Sallie Mae Smart Option Loans					X			X		X	X		X		X	X	Veterans Education Benefits (GI Bill)																					X	39034.00	15837.00				39034.00	15837.00			4027314.00	5688856.00		X												150649.00	186	2659		4979.00	2991.00																					http://aucegypt.edu/admissions/financial-affairs/financial-aid											X		X		X						X	X	X	X													http://aucegypt.edu/admissions/scholarships												
